sample_id,tibetan_audio,chinese_text,tibetan_text
L_M_0_06_386,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_386.wav,坚持全民关心的基本方针，,དམངས་ཡོངས་ཀྱིས་སེམས་ཁུར་བྱེད་པའི་གཞི་རྩའི་བྱེད་ཕྱོགས་རྒྱུན་འཁྱོངས་དང་།
L_M_0_06_337,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_337.wav,地区形势和双边经济与反恐,ས་ཁུལ་གྱི་གནས་བབ་དང་ཕྱོགས་གཉིས་ཀྱི་དཔལ་འབྱོར་དང་འཇིགས་སྐུལ་ལ་ངོ་རྒོལ་བྱེད་པ།
L_M_0_06_318,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_318.wav,尼木县为新农村建设工程奠基。,སྙེ་མོ་རྫོང་གིས་གྲོང་གསེབ་གསར་པ་འཛུགས་སྐྲུན་གྱི་ལས་གྲྭའི་རྨང་རྡོ་བཏིང་བ།
bodwz-014,./TCST/wav/U-Tsang/bodwz/bodwz_014.wav,这东西能不能送给我,ཅ་ལག་འདི་ངར་སྟེར་ན་ཡོང་གི་རེད་པས།
L_M_0_18_098,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_098.wav,必须处理好发展和安全的关系。,ངེས་པར་ཏུ་འཕེལ་རྒྱས་དང་བདེ་འཇགས་བར་གྱི་འབྲེལ་བ་ཐག་གཅོད་ལེགས་པོ་བྱེད་དགོས།
L_F_0_02_255,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_255.wav,急需生活物资和御寒衣物。,འཚོ་བའི་དངོས་ཟོག་དང་གྲང་འགོག་གྱོན་ཆས་སོགས་ཧ་ཅང་མཁོ་ཆེ་བ་རེད།
L_M_0_20_221,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_221.wav,抗震救灾工作进入关键时期，,གནོད་སེལ་རྒུད་སྐྱོབ་བྱ་བ་གནད་འགག་གི་དུས་སྐབས་ལ་ཐོན་ཡོད་པས།
m25-La28_86,./TCST/wav/U-Tsang/m25-La28/m25-La28_86.wav,不能假设蜜蜂会产生数量庞大的杂种。,སྦྲང་མས་གྲངས་འབོར་ཆེ་བའི་རྒྱུད་འདྲེས་མ་བར་མ་ཐོན་དུ་འཇུག་པར་ཚོད་དཔག་བགྱི་མི་རུང་།
L_M_0_13_334,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_334.wav,陈至立对陕西省的妇女工作给予充分肯定。,ཁྲིན་ཀྲི་ལི་ཡིས་ཧྲན་ཞི་ཞིང་ཆེན་གྱི་བུད་མེད་བྱ་བར་ཁས་ལེན་གང་ལེགས་བྱས།
L_F_0_13_316,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_316.wav,加快确定和审理涉农案件，,ཞིང་གསུམ་དང་འབྲེལ་བ་ཡོད་པའི་གྱོད་གཞི་མགྱོགས་པོར་གཏན་འཁེལ་དང་ཞིབ་གཅོད།
L_M_0_13_137,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_137.wav,夏琼寺位于化隆县茶坡乡。,བྱ་ཁྱུང་དགོན་པ་ནི་ཧྭ་ལུང་རྫོང་གི་ཚ་ཕུག་ཤང་དུ་ཆགས་ཡོད་ལ།
m20-La40_347,./TCST/wav/U-Tsang/m20-La40/m20-La40_347.wav,顺便问一句，你在等谁？,ཞོར་ལ་སྐད་ཆ་གཅིག་བྲིས་རང་སུ་གུག་གི་ཡོད།
bodad-109,./TCST/wav/Amdo/bodad/bodad_109.wav,你还没吃饭吗,ཁྱེས་ད་རུང་ཟ་མ་ཟས་མེད་པ།
L_M_0_06_050,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_050.wav,怀特因被控犯有谋杀罪而被绞死。,ཧེ་ཐི་ན་རྐུ་འཕྲོག་མཁན་ལ་གཅར་རྡུང་བྱས་ནས་དམར་གསོད་བྱེད་བཞིན་པ།
m25-La28_389,./TCST/wav/U-Tsang/m25-La28/m25-La28_389.wav,他就是个小混混。,ཁོ་ནི་དུད་ཆུང་ཞིག་རེད།
m20-La40_146,./TCST/wav/U-Tsang/m20-La40/m20-La40_146.wav,那么如果动物和植物的变异是真的。,འོ་ན་གལ་ཏེ་སྲོག་ཆགས་དང་རྩི་ཤིང་ལ་གཞན་འགྱུར་བྱུང་བ་ངོ་མ་ཡིན་ཚེ།
m25-La28_82,./TCST/wav/U-Tsang/m25-La28/m25-La28_82.wav,各项事业取得了举世瞩目的历史性成就。,བྱ་གཞག་ཁག་ལ་སྐྱེ་བོ་ཀུན་གྱིས་དོ་སྣང་བྱེད་པའི་ལོ་རྒྱུས་རང་བཞིན་གྱི་གྲུབ་འབྲས་ཐོབ་ཡོད།
L_F_0_02_292,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_292.wav,一个不放过地做好安置工作，,མི་གཅིག་ཀྱང་མི་བསྐྱུར་བའི་སྒོ་ནས་བཀོད་སྒྲིག་བྱ་བ་ལེགས་པར་བསྐྱངས་ཏེ།
L_F_0_10_067,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_067.wav,抢救工作正在紧张而有序地进行。,མྱུར་སྐྱོབ་བྱ་བ་བྲེལ་འཚུབ་ཆེ་ཞིང་གོ་རིམ་ལྡན་པའི་སྒོ་ནས་སྒྲུབ་བཞིན་ཡོད།
L_M_0_20_146,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_146.wav,为青海玉树地震中逝世的同胞表示哀悼。,མཚོ་སྔོན་ཡུལ་ཤུལ་ས་འགུལ་ཁྲོད་ཚེ་ལས་འདས་པའི་སྤུན་ཟླར་མྱ་ངན་ཞུས།
L_M_0_13_184,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_184.wav,温家宝在抗洪第一线的解放军，,ཝུན་ཅ་པའོ་ཡིས་ཆུ་ལོག་འགོག་པའི་འཐབ་ཕྱོགས་དང་པོའི་བཅིངས་འགྲོལ་དམག་དང་།
L_F_0_10_190,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_190.wav,陈希副部长出席会议并宣读解释。,པུའུ་ཀྲང་གཞོན་པ་ཁྲིན་ཞི་གྲོས་ཚོགས་ལ་ཞུགས་པ་མ་ཟད་སྒྲོག་སྦྱོང་འགྲེལ་བཤད་བྱས།
f71-La16_365,./TCST/wav/U-Tsang/f71-La16/f71-La16_365.wav,那是年楚河吗？,ཕ་གི་མྱང་ཆུ་རེད་པས།
f6-La11_140,./TCST/wav/U-Tsang/f6-La11/f6-La11_140.wav,遇有重要事项，可以向管理团队提出，集体讨论决定；,དོན་དག་གལ་ཆེན་ལ་ཐུག་ཚེ་དགོས་པའི་དོ་དམ་ཚོགས་པར་བཏོན་ནས་ཐུན་མོང་གིས་གྲོས་བསྡུར་བྱས་ཏེ་ཐག་གཅོད་པ།
m20-La40_198,./TCST/wav/U-Tsang/m20-La40/m20-La40_198.wav,多奉献、少计较，,ལེགས་སྐྱེས་མང་ཙམ་འབུལ་དགོས་པ་ལས་སྒེར་དོན་ལ་བསམ་བློ་ཉུང་ཙམ་བཏང་བ།
maqufb-036,./TCST/wav/Amdo/maqufb/maqufb_036.wav,乡镇居民和干部参加医疗保险的，,ཞང་གྲོང་གི་སྡོད་དམངས་དང་ལས་བྱེད་སྨན་བཅོས་འགན་བཅོལ་ཁྲོད་ཞུགས་ཡོད་ཚེ། 
bodkb-183,./TCST/wav/Kham/bodkb/bodkb_183.wav,麻烦别抽烟,དུ་བ་མ་འཐེན།
bodwz-121,./TCST/wav/U-Tsang/bodwz/bodwz_121.wav,你的字迹好看,རང་གི་ཡིག་གཟུགས་ཡག་པོ་འདུག
L_F_0_13_307,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_307.wav,这些船只正被带到以色列南部港口阿什杜德。,གྲུ་གཟིངས་དེ་དག་དབྱི་སི་རལ་ལྷོ་ཕྱོགས་ཀྱི་གྲུ་ཁ་ཨ་ཧྲི་ཏུའུ་ཏི་རུ་ཁྲིད་བཞིན་ཡོད།
f21-La41_215,./TCST/wav/U-Tsang/f21-La41/f21-La41_215.wav,从前迁徙时虽然没有越过广阔的中间隔离地带，,སྔར་གནས་སྤོ་བའི་དུས་སུ་རྒྱ་ཆེ་ཞིང་བར་མཚམས་ཆད་པའི་ས་རྒྱུད་བར་མ་བརྒལ་ནའང་།
L_M_0_13_228,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_228.wav,中央组织部部长李源潮出席并讲话。,ཀྲུང་དབྱང་རྩ་འཛུགས་པུའུ་ཡི་པུའུ་ཀྲང་ལི་ཡོན་ཁྲའོ་ཚོགས་འདུར་ཞུགས་ཤིང་གསུང་བཤད་གནང་།
bodad-100,./TCST/wav/Amdo/bodad/bodad_100.wav,老师点名了吗,དགེ་རྒན་གིས་མྱིང་ཐོ་ཨེ་བོས་ཐལ།
L_F_0_02_163,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_163.wav,以色列和巴勒斯坦官员的高层会议。,དབྱི་སི་རལ་དང་ཕཱ་ལེ་སི་ཐན་གྱི་དཔོན་རིགས་ཀྱི་མཐོ་རིམ་གྲོས་ཚོགས་ཤིག་རེད།
f71-La16_249,./TCST/wav/U-Tsang/f71-La16/f71-La16_249.wav,在群众中示范工作方法。,མང་ཚོགས་ཀྱི་ནང་དུ་ལས་ཀ་བྱེད་སྟངས་ཀྱི་རྣམ་གཞག་དཔེ་སྟོན་བྱེད་པ།
m25-La28_151,./TCST/wav/U-Tsang/m25-La28/m25-La28_151.wav,这些岛屿的任何一边的海床都很浅。,གླིང་ཕྲན་འདི་དག་གི་མཐའ་གང་རུང་གི་མཚོའི་གཏིང་ཤིན་ཏུ་སྲབ་པ་དང་།
f21-La41_393,./TCST/wav/U-Tsang/f21-La41/f21-La41_393.wav,我这件衣服刚洗过。,ངའི་སྟོད་ཐུང་འདི་དེ་སྔོན་འཁྲུས་ཟིན།
maqufa-012,./TCST/wav/Amdo/maqufa/maqufa_012.wav,习近平2023年9月6日至8日在黑龙江考察时的讲话,ཞི་ཅིན་ཕིང་གིས2023ལོའི་ཟླ9བའི་ཚེས6ནས8ཉིན་བར་ཧེ་ལུང་ཅང་དུ་རྟོག་ཞིབ་གནང་སྐབས་གསུངས།
m20-La40_389,./TCST/wav/U-Tsang/m20-La40/m20-La40_389.wav,我们打算接受他的那项计划。,ང་ཚོའི་འཆར་གཞི་ལ་ཁོང་གི་འཆར་གཞི་དེ་དང་ལེན་བྱེད་རྩིས་ཡོད།
L_M_0_20_350,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_350.wav,俄罗斯在保障中国游客安全方面采取的措施,ཨུ་རུ་སུའི་ཀྲུང་གོའི་གནས་སྐོར་བའི་བདེ་འཇགས་འགན་སྲུང་ཐད་སྤྱད་པའི་བྱེད་ཐབས།
bodad-042,./TCST/wav/Amdo/bodad/bodad_042.wav,我一般到操场锻炼身体,ང་རྒྱུན་ལྡན་གི་རྩལ་སྦྱོང་ར་བ་ནང་ང་སོང་ནས་ཕུང་བོ་སྦྱོང་ནེ།
m20-La40_381,./TCST/wav/U-Tsang/m20-La40/m20-La40_381.wav,你仔细考虑过后，我明白应该做这个。,ཁྱོད་བློ་སེམས་ཞིབ་ཚགས་བཏང་ཚར་རྗེས་ངས་ཧ་གོ་ས་ནས་འདི་འདྲ་ཞིག་བཟོ་དགོས།
bodkb-061,./TCST/wav/Kham/bodkb/bodkb_061.wav,老师在办公室等着你,དགེ་རྒན་གྱི་གཞུང་ལས་ཁང་ནས་ཁྱོད་སྒུག་གདའ།
bodwz-208,./TCST/wav/U-Tsang/bodwz/bodwz_208.wav,从这里到教室怎么走,འདི་ནས་འཛིན་གྲྭ་བར་དུ་གང་འདྲ་སེ་འགྲོ་དགོས་རེད།
f21-La41_223,./TCST/wav/U-Tsang/f21-La41/f21-La41_223.wav,坚决支持我们的都是发展中国家。,ང་ཚོར་རྒྱབ་སྐྱོར་མཐའ་གཅིག་ཏུ་བྱེད་མཁན་ནི་དར་རྒྱས་འགྲོ་བཞིན་པའི་རྒྱལ་ཁབ་ཤ་སྟག་རེད།
bodad-060,./TCST/wav/Amdo/bodad/bodad_060.wav,听说寝室会重新分配,གོ་ནོ་ཡིན་ན་ཉལ་ཁང་འོར་གི་བགོད་རྒྱུ་རེད་ཟེར།
L_F_0_10_247,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_247.wav,杨洁篪高度评价中瑞关系。,དབྱང་ཅེ་ཁྲི་ཡིས་ཀྲུང་གོ་དང་སུའེ་ཙེར་གྱི་འབྲེལ་བར་གདེང་འཇོག་ཆེན་པོ་བྱས་པ་དང་།
L_F_0_05_196,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_196.wav,进一步加强政法工作和政法队伍建设，,སྲིད་ཁྲིམས་བྱ་བ་དང་སྲིད་ཁྲིམས་དཔུང་སྡེའི་འཛུགས་སྐྲུན་ལ་སྔར་ལས་ཤུགས་སྣོན་པ།
bodkb-166,./TCST/wav/Kham/bodkb/bodkb_166.wav,能不能借一下眼镜布,ཤེལ་མིག་གྱི་རས་གཅིག་གཡོར།
L_M_0_06_365,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_365.wav,总统只能连任一次。,ཙུང་ཐུང་གིས་ཐེངས་གཅིག་ལ་མ་གཏོགས་བསྟུད་མར་འགན་ཁུར་མི་ཆོག་པ་རེད།
m20-La40_137,./TCST/wav/U-Tsang/m20-La40/m20-La40_137.wav,关心和热情帮助他们进步。,ཁོ་ཚོ་ཡར་རྒྱས་འགྲོ་བར་སེམས་ཁུར་དང་ལྷག་བསམ་རྣམ་དག་གིས་རོགས་རམ་བཅས་བྱ་དགོས།
L_M_0_06_319,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_319.wav,迪庆藏族自治州领导黄正红、吕灿光、彭耀文。,བདེ་ཆེན་བོད་རིགས་རང་སྐྱོང་ཁུལ་གྱི་འགོ་ཁྲིད་ཧོང་ཀྲུན་ཧོང་དང་ལུའེ་ཚན་གུང་།ཕུན་ཡའོ་ཝུན།
cuoxiang-126,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_126.wav,不，不，我不会唱歌。,མིན།   མིན།   ངས་གཞས་བཏང་ཤེས་ཀྱི་མེད།
m25-La28_170,./TCST/wav/U-Tsang/m25-La28/m25-La28_170.wav,一种红色的蜡质溶液涂在蜂房的六面上。,མཚལ་དམར་པོའི་མདོག་ཅན་གྱི་པྲ་ཚིལ་བཞུས་མ་སྦྲང་ཁང་གི་ངོས་དྲུག་ལ་བྱུགས་པ་དང་།
L_M_0_06_257,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_257.wav,萨马兰奇是中国人民的好朋友。,སཱ་མཱ་ལན་ཆི་ནི་ཀྲུང་གོའི་མི་དམངས་ཀྱི་གྲོགས་པོ་བཟང་བོ་ཞིག་ཡིན་ལ།
f58-La68_251,./TCST/wav/U-Tsang/f58-La68/f58-La68_251.wav,承运人擅自变更运输工具而降低服务标准的,སྐྱེལ་འདྲེན་བྱེད་འགན་འཁུར་མཁན་གྱིས་སྐྱེལ་འདྲེན་ཡོ་བྱད་རང་མཚམས་ཀྱིས་བརྗེས་ནས་ཞབས་ཞུའི་ཚད་གཞི་དམའ་རུ་བཏང་བ།
cuoxiang-019,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_019.wav,从井里跳出来一只青蛙，对公主说道：,ཁྲོན་པའི་ནང་ནས་སྦལ་བ་ཞིག་ལྡིང་ཡོང་ནས་ཀོང་ཇོ་ལ་འདི་ལྟར་བཤད།
L_F_0_02_146,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_146.wav,而超载是导致翻船的主要事故之一。,ཐེག་ཚད་ལས་བརྒལ་བ་ནི་གྲུ་གཟིངས་ལོག་པའི་དོན་རྐྱེན་གཙོ་བོ་ཞིག་རེད།།
L_F_0_05_245,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_245.wav,震后受到党中央、国务院的重视，,ས་འགུལ་བྱུང་རྗེས་ཏང་ཀྲུང་དབྱང་དང་རྒྱལ་སྲིད་སྤྱི་ཁྱབ་ཁང་གིས་མཐོང་ཆེན་གནང་།
f58-La68_312,./TCST/wav/U-Tsang/f58-La68/f58-La68_312.wav,你想吃什么？,ཁྱེད་རང་གང་མཆོད་དོད་འདུག་གམ།
maqufa-010,./TCST/wav/Amdo/maqufa/maqufa_010.wav,推进城乡公共文化服务体系一体建设,ཞང་གྲོང་གི་སྤྱི་པའི་རིག་གནས་ཞབས་ཞུའི་མ་ལག་གཞི་གཅིག་ཏུ་འཛུགས་སྐྱོང་བྱེད་པར་སྐུལ་འདེད་བཏང་སྟེ། 
L_F_0_02_006,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_006.wav,尽管伊朗愿意在核能问题上进行谈判。,དབྱི་ལིང་གིས་ཉིང་རྡུལ་ནུས་པའི་གནད་དོན་ཐད་ནས་གྲོས་མོལ་བྱེད་པར་འཐད་པ་ཡིན་ཡང་།
bodwz-080,./TCST/wav/U-Tsang/bodwz/bodwz_080.wav,我一个人待着,ང་མི་གཅིག་བསྡད་གི
L_M_0_20_042,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_042.wav,两国政治互信不断增强。,རྒྱལ་ཁབ་གཉིས་ཀྱི་ཆབ་སྲིད་ཐད་ཀྱི་ཡིད་ཆེས་རྒྱུན་ཆད་མེད་པར་ཇེ་ཆེར་སོང་བ་དང་།
